rl_ID,rl_Branch,rl_Route,rl_CompleteTime,ri_Prompt,ri_Response,rl_Date
25977,15,52,7/19/22 8:19 AM,What is the vehicle number?,12763,7/19/2022
25977,15,52,7/19/22 8:19 AM,What is the mileage of the vehicle?,5,7/19/2022
25977,15,52,7/19/22 8:19 AM,Has a vehicle inspection been performed?,Yes,7/19/2022
25977,15,52,7/19/22 8:19 AM,Is the vehicle free of engine and mechanical issues?,Yes,7/19/2022
25977,15,52,7/19/22 8:19 AM,"If engine or mechanical issues, do you have any comments?",NULL,7/19/2022
25977,15,52,7/19/22 8:19 AM,Have all fluid levels been checked?,Yes,7/19/2022
25977,15,52,7/19/22 8:19 AM,Are all tires within serviceable specs?,Yes,7/19/2022
25977,15,52,7/19/22 8:19 AM,Is the lift gate operational and safe?,Yes,7/19/2022
25977,15,52,7/19/22 8:19 AM,Any comments?,NULL,7/19/2022
25977,15,52,7/19/22 8:19 AM,"Does anything need attention within 24 hours (if yes, leave comment on next screen)?    For immediate attention, please notify your supervisor or text the fleet manager at 269-998-4339 with a unit number, a brief description of needed repairs, and a call back number.",No,7/19/2022
25981,15,50,7/19/22 6:30 AM,What is the vehicle number?,15469,7/19/2022
25981,15,50,7/19/22 6:30 AM,What is the mileage of the vehicle?,279223,7/19/2022
25981,15,50,7/19/22 6:30 AM,Has a vehicle inspection been performed?,Yes,7/19/2022
25981,15,50,7/19/22 6:30 AM,Is the vehicle free of engine and mechanical issues?,Yes,7/19/2022
25981,15,50,7/19/22 6:30 AM,"If engine or mechanical issues, do you have any comments?",NULL,7/19/2022
25981,15,50,7/19/22 6:30 AM,Have all fluid levels been checked?,Yes,7/19/2022
25981,15,50,7/19/22 6:30 AM,Are all tires within serviceable specs?,Yes,7/19/2022
25981,15,50,7/19/22 6:30 AM,Is the lift gate operational and safe?,Yes,7/19/2022
25981,15,50,7/19/22 6:30 AM,Any comments?,NULL,7/19/2022
25981,15,50,7/19/22 6:30 AM,"Does anything need attention within 24 hours (if yes, leave comment on next screen)?    For immediate attention, please notify your supervisor or text the fleet manager at 269-998-4339 with a unit number, a brief description of needed repairs, and a call back number.",No,7/19/2022
26013,15,56,7/19/22 5:52 AM,What is the vehicle number?,13664,7/19/2022
26013,15,56,7/19/22 5:52 AM,What is the mileage of the vehicle?,136383,7/19/2022
26013,15,56,7/19/22 5:52 AM,Has a vehicle inspection been performed?,Yes,7/19/2022
26013,15,56,7/19/22 5:52 AM,Is the vehicle free of engine and mechanical issues?,Yes,7/19/2022
26013,15,56,7/19/22 5:52 AM,"If engine or mechanical issues, do you have any comments?",NULL,7/19/2022
26013,15,56,7/19/22 5:52 AM,Have all fluid levels been checked?,Yes,7/19/2022
26013,15,56,7/19/22 5:52 AM,Are all tires within serviceable specs?,Yes,7/19/2022
26013,15,56,7/19/22 5:52 AM,Is the lift gate operational and safe?,Yes,7/19/2022
26013,15,56,7/19/22 5:52 AM,Any comments?,NULL,7/19/2022
26013,15,56,7/19/22 5:52 AM,"Does anything need attention within 24 hours (if yes, leave comment on next screen)?    For immediate attention, please notify your supervisor or text the fleet manager at 269-998-4339 with a unit number, a brief description of needed repairs, and a call back number.",No,7/19/2022
26007,15,6,7/19/22 5:43 AM,What is the vehicle number?,13663,7/19/2022
26007,15,6,7/19/22 5:43 AM,What is the mileage of the vehicle?,152875,7/19/2022
26007,15,6,7/19/22 5:43 AM,Has a vehicle inspection been performed?,Yes,7/19/2022
26007,15,6,7/19/22 5:43 AM,Is the vehicle free of engine and mechanical issues?,Yes,7/19/2022
26007,15,6,7/19/22 5:43 AM,"If engine or mechanical issues, do you have any comments?",NULL,7/19/2022
26007,15,6,7/19/22 5:43 AM,Have all fluid levels been checked?,Yes,7/19/2022
26007,15,6,7/19/22 5:43 AM,Are all tires within serviceable specs?,Yes,7/19/2022
26007,15,6,7/19/22 5:43 AM,Is the lift gate operational and safe?,Yes,7/19/2022
26007,15,6,7/19/22 5:43 AM,Any comments?,liftgate barely moves and the drivers side doesn't lower all the way ,7/19/2022
26007,15,6,7/19/22 5:43 AM,"Does anything need attention within 24 hours (if yes, leave comment on next screen)?    For immediate attention, please notify your supervisor or text the fleet manager at 269-998-4339 with a unit number, a brief description of needed repairs, and a call back number.",No,7/19/2022
25987,15,8060,7/19/22 5:34 AM,What is the vehicle number?,15677,7/19/2022
25987,15,8060,7/19/22 5:34 AM,What is the mileage of the vehicle?,173287,7/19/2022
25987,15,8060,7/19/22 5:34 AM,Has a vehicle inspection been performed?,Yes,7/19/2022
25987,15,8060,7/19/22 5:34 AM,Is the vehicle free of engine and mechanical issues?,Yes,7/19/2022
25987,15,8060,7/19/22 5:34 AM,"If engine or mechanical issues, do you have any comments?",NULL,7/19/2022
25987,15,8060,7/19/22 5:34 AM,Have all fluid levels been checked?,Yes,7/19/2022
25987,15,8060,7/19/22 5:34 AM,Are all tires within serviceable specs?,Yes,7/19/2022
25987,15,8060,7/19/22 5:34 AM,Is the lift gate operational and safe?,Yes,7/19/2022
25987,15,8060,7/19/22 5:34 AM,Any comments?,NULL,7/19/2022
25987,15,8060,7/19/22 5:34 AM,"Does anything need attention within 24 hours (if yes, leave comment on next screen)?    For immediate attention, please notify your supervisor or text the fleet manager at 269-998-4339 with a unit number, a brief description of needed repairs, and a call back number.",No,7/19/2022
25979,15,8040,7/19/22 5:27 AM,What is the vehicle number?,11176,7/19/2022
25979,15,8040,7/19/22 5:27 AM,What is the mileage of the vehicle?,50628,7/19/2022
25979,15,8040,7/19/22 5:27 AM,Has a vehicle inspection been performed?,Yes,7/19/2022
25979,15,8040,7/19/22 5:27 AM,Is the vehicle free of engine and mechanical issues?,Yes,7/19/2022
25979,15,8040,7/19/22 5:27 AM,"If engine or mechanical issues, do you have any comments?",NULL,7/19/2022
25979,15,8040,7/19/22 5:27 AM,Have all fluid levels been checked?,Yes,7/19/2022
25979,15,8040,7/19/22 5:27 AM,Are all tires within serviceable specs?,Yes,7/19/2022
25979,15,8040,7/19/22 5:27 AM,Is the lift gate operational and safe?,Yes,7/19/2022
25979,15,8040,7/19/22 5:27 AM,Any comments?,NULL,7/19/2022
25979,15,8040,7/19/22 5:27 AM,"Does anything need attention within 24 hours (if yes, leave comment on next screen)?    For immediate attention, please notify your supervisor or text the fleet manager at 269-998-4339 with a unit number, a brief description of needed repairs, and a call back number.",No,7/19/2022
25986,15,51,7/19/22 5:27 AM,What is the vehicle number?,13661,7/19/2022
25986,15,51,7/19/22 5:27 AM,What is the mileage of the vehicle?,147308,7/19/2022
25986,15,51,7/19/22 5:27 AM,Has a vehicle inspection been performed?,Yes,7/19/2022
25986,15,51,7/19/22 5:27 AM,Is the vehicle free of engine and mechanical issues?,Yes,7/19/2022
25986,15,51,7/19/22 5:27 AM,"If engine or mechanical issues, do you have any comments?",no,7/19/2022
25986,15,51,7/19/22 5:27 AM,Have all fluid levels been checked?,Yes,7/19/2022
25986,15,51,7/19/22 5:27 AM,Are all tires within serviceable specs?,Yes,7/19/2022
25986,15,51,7/19/22 5:27 AM,Is the lift gate operational and safe?,Yes,7/19/2022
25986,15,51,7/19/22 5:27 AM,Any comments?,no,7/19/2022
25986,15,51,7/19/22 5:27 AM,"Does anything need attention within 24 hours (if yes, leave comment on next screen)?    For immediate attention, please notify your supervisor or text the fleet manager at 269-998-4339 with a unit number, a brief description of needed repairs, and a call back number.",No,7/19/2022
26012,15,47,7/19/22 5:07 AM,What is the vehicle number?,13660,7/19/2022
26012,15,47,7/19/22 5:07 AM,What is the mileage of the vehicle?,173641,7/19/2022
26012,15,47,7/19/22 5:07 AM,Has a vehicle inspection been performed?,Yes,7/19/2022
26012,15,47,7/19/22 5:07 AM,Is the vehicle free of engine and mechanical issues?,Yes,7/19/2022
26012,15,47,7/19/22 5:07 AM,"If engine or mechanical issues, do you have any comments?",n,7/19/2022
26012,15,47,7/19/22 5:07 AM,Have all fluid levels been checked?,Yes,7/19/2022
26012,15,47,7/19/22 5:07 AM,Are all tires within serviceable specs?,Yes,7/19/2022
26012,15,47,7/19/22 5:07 AM,Is the lift gate operational and safe?,Yes,7/19/2022
26012,15,47,7/19/22 5:07 AM,Any comments?,n,7/19/2022
26012,15,47,7/19/22 5:07 AM,"Does anything need attention within 24 hours (if yes, leave comment on next screen)?    For immediate attention, please notify your supervisor or text the fleet manager at 269-998-4339 with a unit number, a brief description of needed repairs, and a call back number.",No,7/19/2022
25978,15,8010,7/18/22 1:52 PM,What is the vehicle number?,11263,7/19/2022
25978,15,8010,7/18/22 1:52 PM,What is the mileage of the vehicle?,36802,7/19/2022
25978,15,8010,7/18/22 1:52 PM,Has a vehicle inspection been performed?,Yes,7/19/2022
25978,15,8010,7/18/22 1:52 PM,Is the vehicle free of engine and mechanical issues?,Yes,7/19/2022
25978,15,8010,7/18/22 1:52 PM,"If engine or mechanical issues, do you have any comments?",NULL,7/19/2022
25978,15,8010,7/18/22 1:52 PM,Have all fluid levels been checked?,Yes,7/19/2022
25978,15,8010,7/18/22 1:52 PM,Are all tires within serviceable specs?,Yes,7/19/2022
25978,15,8010,7/18/22 1:52 PM,Is the lift gate operational and safe?,Yes,7/19/2022
25978,15,8010,7/18/22 1:52 PM,Any comments?,NULL,7/19/2022
25978,15,8010,7/18/22 1:52 PM,"Does anything need attention within 24 hours (if yes, leave comment on next screen)?    For immediate attention, please notify your supervisor or text the fleet manager at 269-998-4339 with a unit number, a brief description of needed repairs, and a call back number.",No,7/19/2022
25941,15,52,7/18/22 8:24 AM,What is the vehicle number?,q2764,7/18/2022
25941,15,52,7/18/22 8:24 AM,What is the mileage of the vehicle?,4,7/18/2022
25941,15,52,7/18/22 8:24 AM,Has a vehicle inspection been performed?,Yes,7/18/2022
25941,15,52,7/18/22 8:24 AM,Is the vehicle free of engine and mechanical issues?,Yes,7/18/2022
25941,15,52,7/18/22 8:24 AM,"If engine or mechanical issues, do you have any comments?",NULL,7/18/2022
25941,15,52,7/18/22 8:24 AM,Have all fluid levels been checked?,Yes,7/18/2022
25941,15,52,7/18/22 8:24 AM,Are all tires within serviceable specs?,Yes,7/18/2022
25941,15,52,7/18/22 8:24 AM,Is the lift gate operational and safe?,Yes,7/18/2022
25941,15,52,7/18/22 8:24 AM,Any comments?,NULL,7/18/2022
25941,15,52,7/18/22 8:24 AM,"Does anything need attention within 24 hours (if yes, leave comment on next screen)?    For immediate attention, please notify your supervisor or text the fleet manager at 269-998-4339 with a unit number, a brief description of needed repairs, and a call back number.",No,7/18/2022
25952,15,12,7/18/22 7:39 AM,What is the vehicle number?,3697,7/18/2022
25952,15,12,7/18/22 7:39 AM,What is the mileage of the vehicle?,134423,7/18/2022
25952,15,12,7/18/22 7:39 AM,Has a vehicle inspection been performed?,Yes,7/18/2022
25952,15,12,7/18/22 7:39 AM,Is the vehicle free of engine and mechanical issues?,Yes,7/18/2022
25952,15,12,7/18/22 7:39 AM,"If engine or mechanical issues, do you have any comments?",NULL,7/18/2022
25952,15,12,7/18/22 7:39 AM,Have all fluid levels been checked?,Yes,7/18/2022
25952,15,12,7/18/22 7:39 AM,Are all tires within serviceable specs?,Yes,7/18/2022
25952,15,12,7/18/22 7:39 AM,Is the lift gate operational and safe?,Yes,7/18/2022
25952,15,12,7/18/22 7:39 AM,Any comments?,NULL,7/18/2022
25952,15,12,7/18/22 7:39 AM,"Does anything need attention within 24 hours (if yes, leave comment on next screen)?    For immediate attention, please notify your supervisor or text the fleet manager at 269-998-4339 with a unit number, a brief description of needed repairs, and a call back number.",No,7/18/2022
25963,15,56,7/18/22 7:12 AM,What is the vehicle number?,13664,7/18/2022
25963,15,56,7/18/22 7:12 AM,What is the mileage of the vehicle?,166977,7/18/2022
25963,15,56,7/18/22 7:12 AM,Has a vehicle inspection been performed?,Yes,7/18/2022
25963,15,56,7/18/22 7:12 AM,Is the vehicle free of engine and mechanical issues?,Yes,7/18/2022
25963,15,56,7/18/22 7:12 AM,"If engine or mechanical issues, do you have any comments?",NULL,7/18/2022
25963,15,56,7/18/22 7:12 AM,Have all fluid levels been checked?,Yes,7/18/2022
25963,15,56,7/18/22 7:12 AM,Are all tires within serviceable specs?,Yes,7/18/2022
25963,15,56,7/18/22 7:12 AM,Is the lift gate operational and safe?,Yes,7/18/2022
25963,15,56,7/18/22 7:12 AM,Any comments?,NULL,7/18/2022
25963,15,56,7/18/22 7:12 AM,"Does anything need attention within 24 hours (if yes, leave comment on next screen)?    For immediate attention, please notify your supervisor or text the fleet manager at 269-998-4339 with a unit number, a brief description of needed repairs, and a call back number.",No,7/18/2022
25942,15,51,7/18/22 6:45 AM,What is the vehicle number?,13661,7/18/2022
25942,15,51,7/18/22 6:45 AM,What is the mileage of the vehicle?,147268,7/18/2022
25942,15,51,7/18/22 6:45 AM,Has a vehicle inspection been performed?,Yes,7/18/2022
25942,15,51,7/18/22 6:45 AM,Is the vehicle free of engine and mechanical issues?,Yes,7/18/2022
25942,15,51,7/18/22 6:45 AM,"If engine or mechanical issues, do you have any comments?",no,7/18/2022
25942,15,51,7/18/22 6:45 AM,Have all fluid levels been checked?,Yes,7/18/2022
25942,15,51,7/18/22 6:45 AM,Are all tires within serviceable specs?,Yes,7/18/2022
25942,15,51,7/18/22 6:45 AM,Is the lift gate operational and safe?,Yes,7/18/2022
25942,15,51,7/18/22 6:45 AM,Any comments?,no,7/18/2022
25942,15,51,7/18/22 6:45 AM,"Does anything need attention within 24 hours (if yes, leave comment on next screen)?    For immediate attention, please notify your supervisor or text the fleet manager at 269-998-4339 with a unit number, a brief description of needed repairs, and a call back number.",No,7/18/2022
25937,15,50,7/18/22 6:19 AM,What is the vehicle number?,15469,7/18/2022
25937,15,50,7/18/22 6:19 AM,What is the mileage of the vehicle?,279139,7/18/2022
25937,15,50,7/18/22 6:19 AM,Has a vehicle inspection been performed?,Yes,7/18/2022
25937,15,50,7/18/22 6:19 AM,Is the vehicle free of engine and mechanical issues?,Yes,7/18/2022
25937,15,50,7/18/22 6:19 AM,"If engine or mechanical issues, do you have any comments?",NULL,7/18/2022
25937,15,50,7/18/22 6:19 AM,Have all fluid levels been checked?,Yes,7/18/2022
25937,15,50,7/18/22 6:19 AM,Are all tires within serviceable specs?,Yes,7/18/2022
25937,15,50,7/18/22 6:19 AM,Is the lift gate operational and safe?,Yes,7/18/2022
25937,15,50,7/18/22 6:19 AM,Any comments?,NULL,7/18/2022
25937,15,50,7/18/22 6:19 AM,"Does anything need attention within 24 hours (if yes, leave comment on next screen)?    For immediate attention, please notify your supervisor or text the fleet manager at 269-998-4339 with a unit number, a brief description of needed repairs, and a call back number.",No,7/18/2022
25944,15,8040,7/18/22 5:47 AM,What is the vehicle number?,11176,7/18/2022
25944,15,8040,7/18/22 5:47 AM,What is the mileage of the vehicle?,50545,7/18/2022
25944,15,8040,7/18/22 5:47 AM,Has a vehicle inspection been performed?,Yes,7/18/2022
25944,15,8040,7/18/22 5:47 AM,Is the vehicle free of engine and mechanical issues?,Yes,7/18/2022
25944,15,8040,7/18/22 5:47 AM,"If engine or mechanical issues, do you have any comments?",NULL,7/18/2022
25944,15,8040,7/18/22 5:47 AM,Have all fluid levels been checked?,Yes,7/18/2022
25944,15,8040,7/18/22 5:47 AM,Are all tires within serviceable specs?,Yes,7/18/2022
25944,15,8040,7/18/22 5:47 AM,Is the lift gate operational and safe?,Yes,7/18/2022
25944,15,8040,7/18/22 5:47 AM,Any comments?,NULL,7/18/2022
25944,15,8040,7/18/22 5:47 AM,"Does anything need attention within 24 hours (if yes, leave comment on next screen)?    For immediate attention, please notify your supervisor or text the fleet manager at 269-998-4339 with a unit number, a brief description of needed repairs, and a call back number.",No,7/18/2022
25943,15,6,7/18/22 5:22 AM,What is the vehicle number?,13663,7/18/2022
25943,15,6,7/18/22 5:22 AM,What is the mileage of the vehicle?,152781,7/18/2022
25943,15,6,7/18/22 5:22 AM,Has a vehicle inspection been performed?,Yes,7/18/2022
25943,15,6,7/18/22 5:22 AM,Is the vehicle free of engine and mechanical issues?,Yes,7/18/2022
25943,15,6,7/18/22 5:22 AM,"If engine or mechanical issues, do you have any comments?",NULL,7/18/2022
25943,15,6,7/18/22 5:22 AM,Have all fluid levels been checked?,Yes,7/18/2022
25943,15,6,7/18/22 5:22 AM,Are all tires within serviceable specs?,Yes,7/18/2022
25943,15,6,7/18/22 5:22 AM,Is the lift gate operational and safe?,Yes,7/18/2022
25943,15,6,7/18/22 5:22 AM,Any comments?,liftgate barely moves and the drivers side doesn't lower all the way ,7/18/2022
25943,15,6,7/18/22 5:22 AM,"Does anything need attention within 24 hours (if yes, leave comment on next screen)?    For immediate attention, please notify your supervisor or text the fleet manager at 269-998-4339 with a unit number, a brief description of needed repairs, and a call back number.",No,7/18/2022
25939,15,8010,7/18/22 5:18 AM,What is the vehicle number?,11263,7/18/2022
25939,15,8010,7/18/22 5:18 AM,What is the mileage of the vehicle?,36677,7/18/2022
25939,15,8010,7/18/22 5:18 AM,Has a vehicle inspection been performed?,Yes,7/18/2022
25939,15,8010,7/18/22 5:18 AM,Is the vehicle free of engine and mechanical issues?,Yes,7/18/2022
25939,15,8010,7/18/22 5:18 AM,"If engine or mechanical issues, do you have any comments?",NULL,7/18/2022
25939,15,8010,7/18/22 5:18 AM,Have all fluid levels been checked?,Yes,7/18/2022
25939,15,8010,7/18/22 5:18 AM,Are all tires within serviceable specs?,Yes,7/18/2022
25939,15,8010,7/18/22 5:18 AM,Is the lift gate operational and safe?,Yes,7/18/2022
25939,15,8010,7/18/22 5:18 AM,Any comments?,NULL,7/18/2022
25939,15,8010,7/18/22 5:18 AM,"Does anything need attention within 24 hours (if yes, leave comment on next screen)?    For immediate attention, please notify your supervisor or text the fleet manager at 269-998-4339 with a unit number, a brief description of needed repairs, and a call back number.",No,7/18/2022
25946,15,47,7/18/22 5:04 AM,What is the vehicle number?,13660,7/18/2022
25946,15,47,7/18/22 5:04 AM,What is the mileage of the vehicle?,173473,7/18/2022
25946,15,47,7/18/22 5:04 AM,Has a vehicle inspection been performed?,Yes,7/18/2022
25946,15,47,7/18/22 5:04 AM,Is the vehicle free of engine and mechanical issues?,Yes,7/18/2022
25946,15,47,7/18/22 5:04 AM,"If engine or mechanical issues, do you have any comments?",n,7/18/2022
25946,15,47,7/18/22 5:04 AM,Have all fluid levels been checked?,Yes,7/18/2022
25946,15,47,7/18/22 5:04 AM,Are all tires within serviceable specs?,Yes,7/18/2022
25946,15,47,7/18/22 5:04 AM,Is the lift gate operational and safe?,Yes,7/18/2022
25946,15,47,7/18/22 5:04 AM,Any comments?,n,7/18/2022
25946,15,47,7/18/22 5:04 AM,"Does anything need attention within 24 hours (if yes, leave comment on next screen)?    For immediate attention, please notify your supervisor or text the fleet manager at 269-998-4339 with a unit number, a brief description of needed repairs, and a call back number.",No,7/18/2022
25901,15,52,7/15/22 7:51 AM,What is the vehicle number?,12763,7/15/2022
25901,15,52,7/15/22 7:51 AM,What is the mileage of the vehicle?,139514,7/15/2022
25901,15,52,7/15/22 7:51 AM,Has a vehicle inspection been performed?,Yes,7/15/2022
25901,15,52,7/15/22 7:51 AM,Is the vehicle free of engine and mechanical issues?,Yes,7/15/2022
25901,15,52,7/15/22 7:51 AM,"If engine or mechanical issues, do you have any comments?",NULL,7/15/2022
25901,15,52,7/15/22 7:51 AM,Have all fluid levels been checked?,Yes,7/15/2022
25901,15,52,7/15/22 7:51 AM,Are all tires within serviceable specs?,Yes,7/15/2022
25901,15,52,7/15/22 7:51 AM,Is the lift gate operational and safe?,Yes,7/15/2022
25901,15,52,7/15/22 7:51 AM,Any comments?,NULL,7/15/2022
25901,15,52,7/15/22 7:51 AM,"Does anything need attention within 24 hours (if yes, leave comment on next screen)?    For immediate attention, please notify your supervisor or text the fleet manager at 269-998-4339 with a unit number, a brief description of needed repairs, and a call back number.",No,7/15/2022
25900,15,50,7/15/22 6:05 AM,What is the vehicle number?,15469,7/15/2022
25900,15,50,7/15/22 6:05 AM,What is the mileage of the vehicle?,279005,7/15/2022
25900,15,50,7/15/22 6:05 AM,Has a vehicle inspection been performed?,Yes,7/15/2022
25900,15,50,7/15/22 6:05 AM,Is the vehicle free of engine and mechanical issues?,Yes,7/15/2022
25900,15,50,7/15/22 6:05 AM,"If engine or mechanical issues, do you have any comments?",NULL,7/15/2022
25900,15,50,7/15/22 6:05 AM,Have all fluid levels been checked?,Yes,7/15/2022
25900,15,50,7/15/22 6:05 AM,Are all tires within serviceable specs?,Yes,7/15/2022
25900,15,50,7/15/22 6:05 AM,Is the lift gate operational and safe?,Yes,7/15/2022
25900,15,50,7/15/22 6:05 AM,Any comments?,NULL,7/15/2022
25900,15,50,7/15/22 6:05 AM,"Does anything need attention within 24 hours (if yes, leave comment on next screen)?    For immediate attention, please notify your supervisor or text the fleet manager at 269-998-4339 with a unit number, a brief description of needed repairs, and a call back number.",No,7/15/2022
25906,15,6,7/15/22 5:32 AM,What is the vehicle number?,13663,7/15/2022
25906,15,6,7/15/22 5:32 AM,What is the mileage of the vehicle?,152705,7/15/2022
25906,15,6,7/15/22 5:32 AM,Has a vehicle inspection been performed?,Yes,7/15/2022
25906,15,6,7/15/22 5:32 AM,Is the vehicle free of engine and mechanical issues?,Yes,7/15/2022
25906,15,6,7/15/22 5:32 AM,"If engine or mechanical issues, do you have any comments?",NULL,7/15/2022
25906,15,6,7/15/22 5:32 AM,Have all fluid levels been checked?,Yes,7/15/2022
25906,15,6,7/15/22 5:32 AM,Are all tires within serviceable specs?,Yes,7/15/2022
25906,15,6,7/15/22 5:32 AM,Is the lift gate operational and safe?,Yes,7/15/2022
25906,15,6,7/15/22 5:32 AM,Any comments?,liftgate barely moves and the drivers side doesn't lower all the way ,7/15/2022
25906,15,6,7/15/22 5:32 AM,"Does anything need attention within 24 hours (if yes, leave comment on next screen)?    For immediate attention, please notify your supervisor or text the fleet manager at 269-998-4339 with a unit number, a brief description of needed repairs, and a call back number.",No,7/15/2022
25902,15,8040,7/15/22 5:29 AM,What is the vehicle number?,11176,7/15/2022
25902,15,8040,7/15/22 5:29 AM,What is the mileage of the vehicle?,50464,7/15/2022
25902,15,8040,7/15/22 5:29 AM,Has a vehicle inspection been performed?,Yes,7/15/2022
25902,15,8040,7/15/22 5:29 AM,Is the vehicle free of engine and mechanical issues?,Yes,7/15/2022
25902,15,8040,7/15/22 5:29 AM,"If engine or mechanical issues, do you have any comments?",NULL,7/15/2022
25902,15,8040,7/15/22 5:29 AM,Have all fluid levels been checked?,Yes,7/15/2022
25902,15,8040,7/15/22 5:29 AM,Are all tires within serviceable specs?,Yes,7/15/2022
25902,15,8040,7/15/22 5:29 AM,Is the lift gate operational and safe?,Yes,7/15/2022
25902,15,8040,7/15/22 5:29 AM,Any comments?,NULL,7/15/2022
25902,15,8040,7/15/22 5:29 AM,"Does anything need attention within 24 hours (if yes, leave comment on next screen)?    For immediate attention, please notify your supervisor or text the fleet manager at 269-998-4339 with a unit number, a brief description of needed repairs, and a call back number.",No,7/15/2022
25897,15,51,7/15/22 5:26 AM,What is the vehicle number?,13661,7/15/2022
25897,15,51,7/15/22 5:26 AM,What is the mileage of the vehicle?,146888,7/15/2022
25897,15,51,7/15/22 5:26 AM,Has a vehicle inspection been performed?,Yes,7/15/2022
25897,15,51,7/15/22 5:26 AM,Is the vehicle free of engine and mechanical issues?,Yes,7/15/2022
25897,15,51,7/15/22 5:26 AM,"If engine or mechanical issues, do you have any comments?",no,7/15/2022
25897,15,51,7/15/22 5:26 AM,Have all fluid levels been checked?,Yes,7/15/2022
25897,15,51,7/15/22 5:26 AM,Are all tires within serviceable specs?,Yes,7/15/2022
25897,15,51,7/15/22 5:26 AM,Is the lift gate operational and safe?,Yes,7/15/2022
25897,15,51,7/15/22 5:26 AM,Any comments?,no,7/15/2022
25897,15,51,7/15/22 5:26 AM,"Does anything need attention within 24 hours (if yes, leave comment on next screen)?    For immediate attention, please notify your supervisor or text the fleet manager at 269-998-4339 with a unit number, a brief description of needed repairs, and a call back number.",No,7/15/2022
25904,15,8010,7/15/22 4:58 AM,What is the vehicle number?,11263,7/15/2022
25904,15,8010,7/15/22 4:58 AM,What is the mileage of the vehicle?,36535,7/15/2022
25904,15,8010,7/15/22 4:58 AM,Has a vehicle inspection been performed?,Yes,7/15/2022
25904,15,8010,7/15/22 4:58 AM,Is the vehicle free of engine and mechanical issues?,Yes,7/15/2022
25904,15,8010,7/15/22 4:58 AM,"If engine or mechanical issues, do you have any comments?",NULL,7/15/2022
25904,15,8010,7/15/22 4:58 AM,Have all fluid levels been checked?,Yes,7/15/2022
25904,15,8010,7/15/22 4:58 AM,Are all tires within serviceable specs?,Yes,7/15/2022
25904,15,8010,7/15/22 4:58 AM,Is the lift gate operational and safe?,Yes,7/15/2022
25904,15,8010,7/15/22 4:58 AM,Any comments?,NULL,7/15/2022
25904,15,8010,7/15/22 4:58 AM,"Does anything need attention within 24 hours (if yes, leave comment on next screen)?    For immediate attention, please notify your supervisor or text the fleet manager at 269-998-4339 with a unit number, a brief description of needed repairs, and a call back number.",No,7/15/2022
25903,15,47,7/15/22 4:49 AM,What is the vehicle number?,13660,7/15/2022
25903,15,47,7/15/22 4:49 AM,What is the mileage of the vehicle?,173361,7/15/2022
25903,15,47,7/15/22 4:49 AM,Has a vehicle inspection been performed?,Yes,7/15/2022
25903,15,47,7/15/22 4:49 AM,Is the vehicle free of engine and mechanical issues?,Yes,7/15/2022
25903,15,47,7/15/22 4:49 AM,"If engine or mechanical issues, do you have any comments?",n,7/15/2022
25903,15,47,7/15/22 4:49 AM,Have all fluid levels been checked?,Yes,7/15/2022
25903,15,47,7/15/22 4:49 AM,Are all tires within serviceable specs?,Yes,7/15/2022
25903,15,47,7/15/22 4:49 AM,Is the lift gate operational and safe?,Yes,7/15/2022
25903,15,47,7/15/22 4:49 AM,Any comments?,n,7/15/2022
25903,15,47,7/15/22 4:49 AM,"Does anything need attention within 24 hours (if yes, leave comment on next screen)?    For immediate attention, please notify your supervisor or text the fleet manager at 269-998-4339 with a unit number, a brief description of needed repairs, and a call back number.",No,7/15/2022
25905,15,12,7/14/22 4:59 PM,What is the vehicle number?,3687,7/15/2022
25905,15,12,7/14/22 4:59 PM,What is the mileage of the vehicle?,134352,7/15/2022
25905,15,12,7/14/22 4:59 PM,Has a vehicle inspection been performed?,Yes,7/15/2022
25905,15,12,7/14/22 4:59 PM,Is the vehicle free of engine and mechanical issues?,Yes,7/15/2022
25905,15,12,7/14/22 4:59 PM,"If engine or mechanical issues, do you have any comments?",NULL,7/15/2022
25905,15,12,7/14/22 4:59 PM,Have all fluid levels been checked?,Yes,7/15/2022
25905,15,12,7/14/22 4:59 PM,Are all tires within serviceable specs?,Yes,7/15/2022
25905,15,12,7/14/22 4:59 PM,Is the lift gate operational and safe?,Yes,7/15/2022
25905,15,12,7/14/22 4:59 PM,Any comments?,NULL,7/15/2022
25905,15,12,7/14/22 4:59 PM,"Does anything need attention within 24 hours (if yes, leave comment on next screen)?    For immediate attention, please notify your supervisor or text the fleet manager at 269-998-4339 with a unit number, a brief description of needed repairs, and a call back number.",No,7/15/2022
25924,15,56,7/14/22 3:47 PM,What is the vehicle number?,13664,7/15/2022
25924,15,56,7/14/22 3:47 PM,What is the mileage of the vehicle?,1,7/15/2022
25924,15,56,7/14/22 3:47 PM,Has a vehicle inspection been performed?,Yes,7/15/2022
25924,15,56,7/14/22 3:47 PM,Is the vehicle free of engine and mechanical issues?,Yes,7/15/2022
25924,15,56,7/14/22 3:47 PM,"If engine or mechanical issues, do you have any comments?",NULL,7/15/2022
25924,15,56,7/14/22 3:47 PM,Have all fluid levels been checked?,Yes,7/15/2022
25924,15,56,7/14/22 3:47 PM,Are all tires within serviceable specs?,Yes,7/15/2022
25924,15,56,7/14/22 3:47 PM,Is the lift gate operational and safe?,Yes,7/15/2022
